Q2	Q3504248
Q5269342	Q11424
Q5269854	Q47481352
Q5270118	Q4830453
Q5271481	Q5
Q5273297	Q5
Q5273564	Q5
Q5273711	Q4830453
Q5275801	Q4830453
Q5275848	Q210167
Q5277543	Q5
Q5278080	Q5
Q5278124	Q15416
Q5278436	Q5398426
Q5278528	Q5
Q5279196	Q5
Q5279703	Q5
Q5280749	Q215380
Q5280844	Q5
Q5281081	Q5398426
Q5281517	Q215380
Q5282726	
Q5282895	Q7366 Q134556
Q5284556	Q2713747
Q5284713	Q5
Q5285086	Q215380
Q5286065	Q134556
Q5286194	Q11424
Q5286351	Q134556
Q5286872	Q35666
Q5287838	Q3231690
Q5288234	Q215380
Q5288343	Q5398426
Q5288612	Q5398426
Q5288617	Q618779
Q5289230	Q6881511 Q4830453
Q5289317	Q208569
Q5289370	Q5
Q5289407	Q19723451 Q19723444
Q5289699	Q2630741 Q532
Q5290518	Q5
Q5291028	Q18043413
Q5291068	Q46831
Q5292002	Q134556
Q5292027	Q5398426
Q5292322	Q215380
Q5292737	Q5
Q5293053	Q5
Q5293127	Q5
Q5293632	Q5
Q5293873	Q5
Q5294226	Q5
Q5294275	Q32815 Q162875
Q5294625	Q5
Q5294665	Q5
Q5294819	Q5
Q5297117	Q11424
Q5297668	Q5
Q5298146	Q5
Q5298331	Q5
Q5299517	Q15416
Q5300143	Q18127
Q5301081	Q15416
Q5301323	Q5
Q5301852	Q11436
Q5301915	Q46831
Q5302469	Q5185279
Q5302895	Q5398426
Q5303356	Q123705 Q738570
Q5303415	Q123705 Q738570
Q5303424	Q123705
Q5303533	Q123705 Q738570
Q5303655	Q28045079 Q2046325 Q839954
Q5303717	Q5
Q5303809	Q618123
Q5303977	Q3918
Q5304338	Q5
Q5305172	Q1259759 Q5398426 Q506240
Q5305587	Q5
Q5305631	Q587682
Q5306379	Q641226 Q483110 Q1060829
Q5306381	Q46831
Q5306386	Q5398426
Q5306523	Q482994
Q5306773	Q1428357
Q5306868	Q532
Q5307169	Q5
Q5307192	Q5
Q5307348	Q494230
Q5308347	Q11424
Q5308672	Q47461344
Q5309164	Q4711861
Q5309218	Q811979 Q23413
Q5309223	Q35666
Q5311699	Q5
Q5312037	Q55488
Q5312305	Q1061151 Q35666
Q5313956	Q1402592
Q5314334	Q5
Q5315565	Q847017
Q5317457	
Q5317881	Q5
Q5318596	Q33685 Q708676
Q5318880	Q4830453
Q5319801	Q1002697 Q56679069
Q5321386	Q4830453
Q5321644	Q4830453
Q5322375	Q8054
Q5322702	Q618779
Q5322866	Q4830453
Q5323037	Q898273
Q5323233	Q5
Q5323317	Q4830453
Q5323837	Q8054
Q5324056	Q417841
Q5324239	Q4830453
Q5324255	Q15416
Q5324256	Q15416 Q39835986 Q35127
Q5324279	Q15416
Q5324760	Q215380
Q5325031	Q18654742
Q5326641	Q5398426
Q5326750	Q5398426 Q1358344
Q5327291	Q215380
Q5328630	Q46831
Q5328732	Q188509
Q5328965	Q188509 Q45242174
Q5329282	Q1311958
Q5329579	Q532 Q1115575
Q5329693	Q18127
Q5330082	Q215380
Q5330247	Q41176
Q5330948	Q15243209
Q5331211	Q18534542
Q5331464	Q5
Q5332734	Q215380
Q5332962	Q215380
Q5334511	Q5
Q5334620	Q5
Q5334827	Q5
Q5335950	Q5
Q5336269	Q5
Q5336326	Q5
Q5336912	Q27686
Q5338105	Q9826
Q5338146	Q11483816 Q132241
Q5338911	Q5
Q5339025	Q3308596
Q5339036	Q27951514
Q5339055	Q41176
Q5339068	Q220505
Q5339104	Q42998 Q215380
Q5340921	Q327333
Q5341989	Q5
Q5342477	Q5
Q5342609	Q5
Q5342987	Q5
Q5343095	Q5
Q5343594	Q5
Q5344899	Q5
Q5345322	Q5
Q5345504	Q5
Q5345819	Q5
Q5345974	Q5
Q5348807	Q5
Q5349205	Q5
Q5349937	Q46831
Q5350094	Q5
Q5350179	Q11424
Q5350581	Q215380
Q5350852	Q11424
Q5350976	Q23002039
Q5351206	Q721067
Q5351333	Q5398426
Q5351727	Q482994
Q5353320	Q5
Q5353419	Q46831
Q5353724	Q5
Q5354009	Q623605
Q5354350	Q5
Q5354410	Q5
Q5355530	Q5356184
Q5355645	Q5356187
Q5355947	
Q5356070	
Q5356083	Q5356184
Q5358318	Q5398426 Q21198342 Q21191019
Q5358781	Q2235308
Q5359155	Q532 Q1115575
Q5359969	Q271669
Q5359994	Q5
Q5360645	Q5
Q5361649	Q5
Q5361665	
Q5362421	Q5
Q5364129	Q37895263
Q5364277	Q740445
Q5364334	Q17343829
Q5364867	Q5
Q5365421	Q482994
Q5365624	Q215380
Q5366405	Q5
Q5366916	Q532
Q5368409	Q5
Q5370179	Q35666
Q5370515	Q46831
Q5371276	Q5
Q5372047	Q5
Q5372273	Q5
Q5372923	Q5
Q5373001	Q5
Q5373237	Q35666
Q5373596	Q482994
Q5374148	Q1497364
Q5374998	Q2497638
Q5375091	Q11424
Q5375325	
Q5375926	Q144
Q5377392	Q11424
Q5377956	Q7725634
Q5378289	Q66362695
Q5378621	
Q5379602	Q5
Q5379740	Q5
Q5379929	Q6881511 Q4830453
Q5380327	Q23442
Q5380994	Q1589009
Q5381517	Q5
Q5383736	Q4830453
Q5386911	Q5
Q5387246	Q5
Q5387352	Q5
Q5388202	Q107679
Q5388282	Q39614
Q5388751	Q5
Q5389052	Q6881511 Q190928 Q4830453
Q5389159	Q5
Q5392561	Q5
Q5392609	Q5
Q5392664	Q1248784
Q5392734	Q5
Q5395346	Q35666
Q5395348	Q1762059 Q368290
Q5395398	Q5398426
Q5396042	Q5
Q5400221	Q483110
Q5401244	Q5
Q5401541	Q5398426
Q5403319	Q5398426
Q5405890	Q222910
Q5407455	Q5
Q5411153	Q215380
Q5411181	Q35666
Q5411194	Q215380
Q5411986	Q4830453
Q5413089	Q5
Q5415342	Q5
Q5415943	Q8502
Q5417055	Q46831
Q5417087	Q5
Q5417289	Q131295
Q5418818	Q5
Q5418882	Q5
Q5419059	Q4830453
Q5419276	Q41298
Q5419732	Q215380
Q5419995	Q811979
Q5420129	Q4022
Q5422619	Q15416
Q5422636	Q830414
Q5422966	Q5
Q5423287	Q56436498 Q486972
Q5424044	Q5
Q5425415	Q4830453
Q5425539	Q41298
Q5425713	Q280783
Q5427102	Q317623
Q5427209	Q8054
Q5427283	Q4830453
Q5427825	Q5
Q5428268	Q5398426
Q5430412	Q188509
Q5431069	Q5
Q5431669	Q16887380
Q5432019	Q37988355
Q5433176	Q141683 Q1061197
Q5433479	Q375336
Q5434026	Q5
Q5434116	Q220505
Q5434188	Q220505
Q5434252	Q1002697
Q5434334	Q746369 Q4830453
Q5434939	Q5398426
Q5435127	Q483110
Q5436048	Q532 Q1115575
Q5436300	Q2385804 Q9826
Q5437294	Q215380
Q5437342	
Q5437917	Q5
Q5439298	Q482994
Q5440167	Q15893231 Q3509428
Q5440284	Q6311907
Q5440739	Q628179
Q5441229	Q215380
Q5441283	Q220505
Q5442323	Q5
Q5442324	Q5
Q5442811	Q62391930
Q5443302	Q35666
Q5444191	Q5
Q5444957	Q5
Q5445399	Q891723
Q5445732	Q18127 Q2608849
Q5445857	Q8502
Q5447188	
Q5447357	Q6672512
Q5448940	Q41253
Q5449541	Q4164871
Q5449548	Q4164871
Q5449973	Q1259759 Q5398426
Q5450189	Q23413
Q5451106	Q5
Q5452612	Q783794
Q5454539	Q1402592
Q5454668	
Q5455320	Q134556
Q5455720	Q212198
Q5456133	Q5638
Q5456378	
Q5457676	Q35666
Q5458010	Q1402592
Q5458579	Q35666
Q5460512	Q34982659
Q5460764	Q1248784
Q5461319	Q732717
Q5462176	Q11424
Q5463487	Q40244
Q5464263	Q23442
Q5465225	Q7889
Q5465374	Q5398426
Q5465729	
Q5466495	Q4711861
Q5466717	Q11424
Q5467933	Q5398426
Q5468822	Q215380
Q5469572	Q6866562
Q5470540	Q46831
Q5470623	Q618123
Q5470629	Q174782
Q5470884	Q1785071 Q2772772
Q5471005	Q39614 Q1516659 Q1241568
Q5471370	Q28042933
Q5471623	Q7840353 Q1894736
Q5471739	Q1785071
Q5471946	Q28399100 Q1785071 Q33506
Q5472334	Q34763
Q5472402	Q644371
Q5473333	Q46831
Q5474201	Q23413
Q5474347	Q2540532
Q5475270	Q5398426
Q5476926	Q5398426
Q5477096	
Q5478014	Q55488
Q5478199	Q5
Q5479684	Q7616232
Q5480600	Q5
Q5481476	Q5
Q5482134	Q5
Q5482271	Q5
Q5482528	Q5
Q5482740	Q28640
Q5482837	Q5
Q5483287	Q46831
Q5483345	Q46831
Q5485722	Q5
Q5486856	Q5
Q5487522	Q5
Q5487562	Q215380
Q5487911	Q5
Q5488181	Q5
Q5488488	Q5
Q5488785	Q5
Q5488954	Q15773317 Q15632617
Q5490286	Q5
Q5490903	Q5
Q5490926	Q5
Q5492362	Q5
Q5493855	Q5398426
Q5496256	Q5
Q5496654	Q5
Q5496729	Q5
Q5497205	Q4830453
Q5497336	Q5
Q5497496	Q5
Q5497894	Q5
Q5498474	Q5
Q5499033	Q5
Q5499564	Q23442
Q5499747	Q2085381
Q5503246	Q4830453
Q5503510	Q5398426
Q5503538	Q5398426
Q5504479	Q46831
Q5505056	Q5
Q5505529	Q5398426
Q5505803	Q5398426
Q5505948	Q5398426
Q5506004	Q5398426
Q5506215	Q39816
Q5507671	Q18663566
Q5508328	Q5398426
Q5513101	Q5
Q5513621	Q8054
Q5513791	Q4830453
Q5514411	Q8054
Q5514670	Q4830453
Q5515304	Q8502
Q5515538	Q618779
Q5515635	Q5
Q5515685	Q5
Q5515788	Q5
Q5516315	Q5
Q5516670	Q5
Q5516907	Q5
Q5517321	Q6866562
Q5517322	Q8502
Q5517551	Q5
Q5518129	Q5398426 Q21191019
Q5518585	Q4022
Q5518826	Q1378975
Q5519028	Q39715
Q5519310	Q11424
Q5519349	Q27686
Q5519595	Q8502
Q5519639	Q5398426
Q5520260	Q8054
Q5521109	Q4830453
Q5521730	Q8054
Q5522018	Q16830604
Q5522090	Q4022
Q5522128	Q5
Q5523296	Q46831
Q5523891	Q5
Q5524355	Q5
Q5524553	Q39816
Q5524678	Q5
Q5524925	Q5
Q5524941	Q5
Q5525036	Q5
Q5525887	Q5
Q5526006	Q5
Q5528132	Q5
Q5528402	Q5
Q5528530	Q5
Q5528571	Q215380
Q5528889	Q215380
Q5529829	Q207694
Q5529996	Q5
Q5530024	Q378427
Q5530043	Q215380
Q5531339	Q5
Q5532250	Q385853 Q1056408 Q2101564
Q5532540	Q1076486
Q5532805	Q641226
Q5533003	Q220505
Q5533939	Q3231690
Q5534120	Q5
Q5534200	Q5
Q5534668	Q5
Q5534740	Q5
Q5534765	Q5
Q5535518	
Q5535644	Q5
Q5536134	Q5
Q5536895	Q5
Q5537509	Q5
Q5538264	Q5
Q5538614	Q5
Q5538851	Q5
Q5539457	Q5
Q5539564	Q5
Q5539756	Q5
Q5539827	Q5
Q5540231	Q5
Q5540449	Q134556
Q5542127	Q5
Q5543226	Q5
Q5543345	Q5
Q5543447	Q5
Q5545127	Q5
Q5545435	Q82794
Q5546969	Q5
Q5548334	Q5
Q5548711	Q5
Q5548845	Q872181
Q5549308	Q5
Q5549628	Q5
Q5549771	Q5
Q5550058	Q5
Q5554149	Q5741069
Q5556935	Q2592651
Q5558439	
Q5558961	Q35666
Q5560810	Q5
Q5562080	Q188509
Q5562584	Q1080794 Q9826
Q5562800	Q5
Q5562842	Q5
Q5563341	Q2582669
Q5563846	Q5
Q5563995	Q5
Q5564296	Q5
Q5564619	Q482994
Q5565037	Q5
Q5565070	Q134556
Q5565367	Q5
Q5565392	Q5
Q5565890	Q5
Q5566289	Q5
Q5567038	Q215380
Q5567227	Q839954
Q5568809	Q5
Q5568842	Q5
Q5568946	Q5
Q5569474	Q1428357
Q5569947	
Q5574798	Q5398426
Q5575330	Q40080
Q5575508	Q131681
Q5575520	Q5
Q5575933	Q215380
Q5576809	Q4830453
Q5577028	Q24856
Q5577377	Q5
Q5577491	Q5398426 Q18089617
Q5577848	Q5398426
Q5579800	Q4830453
Q5580832	Q5
Q5582763	Q21188110
Q5582787	Q134556
Q5583866	Q35127
Q5584124	Q188509
Q5584278	Q5
Q5585030	Q5
Q5585171	Q35666
Q5585391	Q5
Q5585574	Q5
Q5587457	Q6866562
Q5588187	Q35666
Q5588265	Q3914
Q5589335	Q1802419
Q5589338	Q7188
Q5589655	Q17279032 Q4164871
Q5589680	Q17279032 Q4164871
Q5589688	Q17279032 Q4164871
Q5589724	Q17279032 Q4164871
Q5589725	Q17279032 Q4164871
Q5590145	Q11424
Q5591064	Q5
Q5591276	Q5
Q5591377	Q5
Q5591449	Q532
Q5592326	Q5
Q5592953	Q5
Q5593636	Q27686
Q5593702	Q215380
Q5593802	Q23719064
Q5595010	Q27686
Q5595885	Q54050
Q5596308	Q5
Q5596820	Q8054
Q5597737	Q3914 Q23002054
Q5598232	Q4830453
Q5598423	Q1076486
Q5599745	Q5398426
Q5599921	Q47053
Q5600937	Q5398426
Q5602588	Q35666
Q5603155	Q3579158 Q2085381 Q4830453
Q5605101	Q39816
Q5605139	Q5
Q5605378	Q5
Q5605925	Q5
Q5607156	Q5
Q5607897	
Q5608885	Q35666
Q5609225	Q6881511 Q4830453
Q5609334	Q55488
Q5609452	Q271669
Q5610596	Q8502 Q194408
Q5611164	
Q5611342	Q4830453
Q5611694	Q39816
Q5612667	Q5
Q5614269	
Q5617353	Q11424
Q5617636	Q133215 Q1076486
Q5617763	Q5398426
Q5617863	Q486972
Q5617890	Q486972
Q5618166	Q5
Q5618304	Q131263
Q5618508	Q5
Q5618934	Q5
Q5619002	Q5
Q5620404	Q3918
Q5620533	Q5
Q5621838	Q5
Q5621951	Q5398426
Q5622199	Q5
Q5623430	Q5
Q5625144	Q55488 Q22808404
Q5626983	Q5
Q5628993	Q4830453
Q5629052	Q5398426
Q5629577	Q4830453
Q5630986	Q8054
Q5635801	Q43229 Q618123
Q5635863	Q22687
Q5638801	Q5
Q5639595	Q10648343
Q5639717	
Q5639930	Q5
Q5643157	Q4022
Q5643773	Q5
Q5644391	Q423208
Q5644567	Q5
Q5644718	Q5
Q5644856	Q4830453
Q5645004	Q5
Q5645638	Q34763
Q5645831	Q641226
Q5646559	Q11424
Q5647369	Q618123
Q5647386	Q41298
Q5647892	Q1076486
Q5648461	Q5
Q5649433	Q811979
Q5650505	Q62832
Q5650765	Q5
Q5651036	Q35666
Q5653779	Q5
Q5654167	Q7889 Q16070115
Q5656109	Q4022
Q5656483	Q5398426
Q5657943	Q11424
Q5658399	Q4830453
Q5659695	Q486972
Q5660249	Q46831
Q5660580	Q5
Q5665326	Q55488 Q494829
Q5673877	Q5
Q5675279	Q1093829
Q5677782	Q5
Q5678746	Q5
Q5679128	Q5
Q5679271	Q532
Q5680720	Q15125752
Q5681556	Q15125752
Q5682248	Q11424
Q5683348	Q7366 Q207628
Q5685183	Q173517
Q5687208	Q46831
Q5688436	Q5
Q5688672	Q21188110
Q5690359	Q4830453
Q5691177	Q19340794
Q5692680	Q482994
Q5692913	Q215380
Q5693797	Q5
Q5694616	Q622425 Q3504364
Q5702116	Q5
Q5702657	Q5
Q5704052	Q55488 Q22808404
Q5706706	Q215380
Q5708520	Q5398426
Q5710494	Q220505
Q5712227	Q5
Q5713520	Q11424
Q5713981	Q5
Q5715017	Q5
Q5715626	Q13393265
Q5718375	Q4830453
Q5718544	Q5
Q5719311	Q5
Q5719833	Q5
Q5720381	Q5
Q5721418	Q4830453
Q5722866	Q5
Q5723837	Q5
Q5724396	Q5
Q5727666	Q5
Q5728896	Q5
Q5729702	Q5
Q5729829	Q5
Q5732862	Q5
Q5732965	Q5
Q5734131	Q5
Q5737305	Q215380
Q5739021	Q49371
Q5740455	Q11424
Q5741859	Q4022
Q5744507	Q811430
Q5745877	Q8502 Q740445
Q5749163	Q21188110
Q5749166	Q5398426
Q5751301	Q37895263
Q5751834	Q5398426
Q5753298	Q5
Q5755728	Q641066
Q5756369	Q5398426
Q5756566	Q5398426
Q5758569	Q4421
Q5758878	Q39715
Q5758886	Q176799
Q5764022	Q482994
Q5764533	Q5
Q5764973	Q5398426
Q5766536	Q41710
Q5766817	Q11424
Q5767266	Q4830453
Q5768418	Q35666
Q5774670	Q5398426
Q5778278	
Q5782638	Q5
Q5790163	Q1344
Q5790356	Q5
Q5799936	Q11424
Q5807775	Q1248784
Q5823935	Q11424
Q5827792	Q17412622 Q6881511 Q4830453
Q5846707	Q5
Q5856389	Q5
Q5858604	Q5
Q5861276	Q15416
Q5871740	Q134556
Q5873195	Q5
Q5879178	Q482994
Q5879878	Q35666
Q5881259	Q215380
Q5881870	Q220505
Q5882239	Q5
Q5883291	Q532
Q5886929	Q898830
Q5886995	Q847017
Q5890208	Q5
Q5892214	Q23866334
Q5892456	Q23868001 Q23867828
Q5892572	Q23866334
Q5892759	Q23866334
Q5896202	Q5
Q5897454	Q35666
Q5898820	Q483110
Q5902902	Q532 Q3957
Q5905787	Q4830453
Q5906832	Q41176
Q5909302	Q215380
Q5909927	Q220505
Q5911551	Q27686
Q5913432	Q1254773
Q5915286	Q4830453
Q5916290	Q5
Q5916374	Q657449
Q5916428	Q3308596 Q3682992 Q3154693
Q5919761	Q35666
Q5921606	Q5
Q5923993	Q41298
Q5924232	Q5
Q5928339	Q6311682
Q5931668	Q5
Q5932557	Q5
Q5933615	Q35666
Q5934607	Q5
Q5935916	Q35666
Q5935931	Q5398426
Q5937131	Q5
Q5940145	Q532
Q5944715	Q7058673
Q5948285	Q740445
Q5949399	Q46831
Q5951081	Q46831
Q5951313	Q5
Q5963972	Q5
Q5965596	
Q5965634	Q134556
Q5966056	Q208569
Q5966343	Q134556
Q5966418	Q25379
Q5966716	Q134556
Q5966884	Q134556
Q5968610	
Q5968668	
Q5968682	Q9135
Q5968730	
Q5968918	Q7397 Q28601953
Q5968978	Q2467310 Q7397
Q5969059	Q7397
Q5969110	
Q5969165	Q9135
Q5972089	Q4830453
Q5972335	Q5
Q5975341	Q166142
Q5975593	Q5
Q5976329	Q15416
Q5977174	Q215380
Q5978051	Q11424
Q5978350	Q178122
Q5979245	Q134556
Q5979918	Q134556
Q5980627	Q5
Q5980857	Q5
Q5982394	Q5
Q5985106	Q215380
Q5989318	Q3464665
Q5989321	Q3464665
Q5989327	Q3464665
Q5989697	Q5
Q5989946	Q79007
Q5990802	Q61220733 Q21191270
Q5993638	Q5
Q5995001	Q5
Q5995345	
Q5996683	Q15079786
Q5997161	Q5
Q6001459	Q5
Q6004530	Q215380
Q6008571	Q215380
Q6011790	Q5398426
Q6013507	Q18663566
Q6015000	Q5398426
Q6016885	Q4830453
Q6023060	Q4164871
Q6023430	Q33506
Q6024866	Q5
Q6027048	Q4022
Q6027553	Q1663017
Q6028086	Q4830453
Q6030438	Q327333
Q6030765	Q15416
Q6035381	Q134556
Q6037788	Q5398426
Q6038083	Q220505
Q6039003	Q215380
Q6039189	Q41298
Q6043802	Q7397
Q6052503	Q737498
Q6057742	Q5398426
Q6063028	Q5
Q6064424	Q3270264 Q189445
Q6064863	Q5
Q6065484	Q4830453
Q6065586	Q5
Q6066286	Q5
Q6068302	Q215380
Q6068988	Q5
Q6073974	Q11424
Q6074332	Q1080794 Q9826
Q6074798	Q5
Q6077558	Q5
Q6078342	Q5
Q6081291	Q5398426
Q6081308	Q35666
Q6087480	Q5
Q6088571	Q4830453
Q6092666	Q968159
Q6093810	Q5
Q6095298	Q5
Q6099459	Q5
Q6099872	Q5
Q6104622	Q5
Q6105857	Q5
Q6108810	Q618779
Q6111060	Q5
Q6111338	Q5
Q6111656	Q40080
Q6114554	Q5
Q6115303	Q1123037 Q943929 Q35102
Q6115713	Q11424
Q6115853	Q5
Q6116349	Q5
Q6116816	Q15416
Q6117179	Q215380
Q6118146	Q5
Q6119785	Q37895263
Q6119842	Q31855
Q6122010	Q5
Q6122147	Q5
Q6122194	Q5
Q6122895	Q2088357
Q6123510	Q5
Q6123531	Q5
Q6123537	Q5
Q6124275	Q5
Q6124470	Q510662
Q6124476	
Q6124907	Q5
Q6126005	Q5
Q6127097	Q209939
Q6127462	Q847478
Q6127574	Q5
Q6128592	Q5
Q6132903	Q5
Q6133376	Q5
Q6134719	Q5
Q6135344	Q482994
Q6135586	Q5
Q6136324	Q5
Q6137365	Q5
Q6137748	Q5
Q6138577	Q5
Q6138961	Q908207
Q6139821	Q5
Q6139871	Q5
Q6140302	Q5
Q6141575	Q2811
Q6142460	Q1402592
Q6142809	Q5
Q6144143	Q5
Q6144421	Q5
Q6144571	Q5
Q6147636	Q5
Q6150056	Q5
Q6150484	Q5
Q6150522	Q5
Q6150784	Q178122
Q6150953	Q5
Q6151343	Q8502
Q6152210	Q11424
Q6152232	Q2680291
Q6152687	Q5
Q6152723	Q5
Q6152851	Q5
Q6153581	Q5
Q6153616	Q5
Q6154244	Q5
Q6156424	Q5
Q6156722	Q34442
Q6157632	Q34442
Q6162526	Q5
Q6163217	Q5
Q6167450	Q5
Q6168476	Q215380
Q6168683	Q7366 Q134556
Q6170032	Q5
Q6170516	Q5
Q6171182	Q5
Q6172052	Q5
Q6172986	Q5
Q6173385	Q5
Q6174227	Q5
Q6174332	Q5
Q6174774	Q5
Q6174882	Q5
Q6175190	Q5
Q6175319	Q5
Q6175461	Q5398426
Q6175894	Q5
Q6176099	Q5
Q6176174	Q5
Q6176617	Q5
Q6178257	Q62049 Q63440326
Q6178343	Q75520
Q6178830	Q21188110
Q6178890	Q1344695 Q19953632
Q6179054	Q271669
Q6179215	Q5
Q6179435	Q5
Q6180564	Q11424
Q6181992	Q5
Q6185099	Q1076486
Q6185364	Q5
Q6187537	Q5
Q6187845	Q5
Q6189141	Q215380
Q6189485	Q5
Q6191707	Q4830453
Q6191717	Q5
Q6192874	Q5
Q6194512	Q5
Q6194725	Q5
Q6195443	Q5
Q6195473	Q5
Q6196823	Q5
Q6197842	Q15416
Q6198854	Q5
Q6201642	Q5
Q6202728	Q5
Q6203279	Q5
Q6203414	Q4022
Q6203482	Q5
Q6204302	Q5398426
Q6204355	Q15416
Q6205897	Q5
Q6207890	Q15416
Q6209803	Q5
Q6210322	Q5
Q6210521	Q5
Q6210609	Q5
Q6210975	Q5
Q6211786	Q5
Q6213908	Q5
Q6214293	Q5
Q6215077	Q5
Q6216640	Q5
Q6217093	Q5
Q6217252	Q5
Q6217717	Q5
Q6218080	Q5
Q6218868	Q5
Q6219173	Q5
Q6219328	Q5
Q6219553	Q5
Q6220134	Q4830453
Q6221978	Q5
Q6225766	Q5
Q6226301	Q5
Q6227523	Q5
Q6227616	Q5
Q6228548	Q5
Q6232841	Q5
Q6233721	Q5
Q6234137	Q5
Q6235549	Q5
Q6242126	Q5
Q6242209	Q5
Q6243103	Q5
Q6243107	Q5398426
Q6243383	Q5
Q6243748	Q5
Q6244275	Q5
Q6244611	Q5
Q6248253	Q5
Q6252469	Q5
Q6253594	Q5
Q6253695	Q5
Q6253707	Q5
Q6254402	Q5
Q6254629	Q5
Q6256996	Q215380
Q6257264	Q5
Q6257742	Q5
Q6258426	Q5
Q6258846	Q5
Q6259259	Q5
Q6260059	Q5
Q6260621	Q5
Q6260966	Q5
Q6261382	Q5
Q6261781	Q5
Q6262050	Q5
Q6265285	Q5
Q6265369	Q3046146 Q10648343
Q6266208	Q215380
Q6266317	Q5
Q6266515	Q5
Q6266641	Q5
Q6267823	Q5
Q6267954	Q5
Q6267970	
Q6268305	Q35666
Q6268401	Q2085381 Q4830453
Q6269240	Q43229
Q6270263	Q5
Q6271471	Q18127
Q6271603	Q5
Q6272790	Q5
Q6273074	Q56061
Q6273613	Q5
Q6273665	Q5
Q6274106	Q5
Q6274194	Q5
Q6276575	Q5
Q6276787	Q4830453
Q6278197	Q5
Q6279035	Q35666
Q6282149	Q5
Q6282190	Q5
Q6283104	Q5
Q6283259	Q5
Q6284503	Q5
Q6285571	Q5
Q6286978	Q5
Q6288078	Q5
Q6296437	Q482994
Q6297633	Q5
Q6298707	Q5
Q6299988	Q5
Q6300567	Q5
Q6300667	Q5
Q6301868	Q188509
Q6306544	Q5
Q6306749	Q5
Q6307327	Q5
Q6308413	Q5
Q6308875	Q5
Q6309190	Q5
Q6309774	Q5
Q6310677	Q215380
Q6312400	Q11424
Q6314321	Q5
Q6314613	Q35666
Q6315945	Q5398426
Q6317024	Q4164871
Q6318082	Q5
Q6318257	Q5
Q6318813	Q8502
Q6319533	Q2179958
Q6323816	Q5
Q6324011	Q3231690
Q6331749	Q14350
Q6335629	Q14350
Q6337245	Q215380
Q6341928	
Q6343350	Q11424
Q6343388	Q11424
Q6345426	Q11424
Q6346239	Q532
Q6347307	Q215380
Q6347948	Q5
Q6350191	Q5
Q6350689	Q5
Q6350859	Q7366 Q134556
Q6352486	Q35666
Q6353941	Q5
Q6354323	Q8502
Q6354410	Q5
Q6354857	Q5
Q6355198	Q5
Q6355716	Q5
Q6360723	Q47486824
Q6361142	Q11424
Q6361840	Q5
Q6364275	Q11424
Q6364574	Q4164871
Q6366466	Q486972
Q6367512	Q220505
Q6367732	Q123705
Q6368399	Q5
Q6370609	Q5
Q6371854	Q5
Q6371886	Q5
Q6373506	Q5
Q6374411	Q222910
Q6374547	Q215380
Q6375389	Q5398426
Q6375533	Q5
Q6375783	Q5
Q6376289	Q5
Q6376410	Q5
Q6376534	Q5
Q6376861	Q5
Q6377016	Q5
Q6377067	Q5
Q6377122	Q5
Q6377255	Q5
Q6377642	Q5
Q6378305	Q56436498
Q6378736	Q202866 Q229390
Q6379087	Q8171 Q1914636
Q6379266	Q11424
Q6379396	Q5
Q6379566	Q5
Q6379605	Q5
Q6379879	Q5
Q6380261	Q5398426
Q6380967	Q5
Q6381254	Q5
Q6381655	Q5
Q6381670	Q5
Q6382530	Q5
Q6382533	Q21506450
Q6382793	Q4830453
Q6382961	Q482994
Q6383540	Q5
Q6384366	Q5
Q6384875	Q5
Q6385068	Q5
Q6386309	Q5
Q6386578	Q35666
Q6386771	Q532 Q6596424
Q6387177	Q532
Q6387719	Q5
Q6387997	Q5
Q6388250	Q5
Q6389466	Q431289
Q6390839	Q5
Q6391027	Q5
Q6391116	Q5
Q6392204	
Q6394544	Q5
Q6395001	Q15893266 Q476028
Q6395392	Q5
Q6396084	Q5
Q6396212	Q5
Q6397461	Q5
Q6397896	Q123705
Q6397963	Q4830453
Q6398449	Q4830453
Q6398880	Q11424
Q6399989	Q11424
Q6400127	Q15416
Q6400730	Q56436498
Q6400827	Q5
Q6400894	Q11424
Q6401200	Q56436498
Q6402067	Q11424
Q6403133	Q5
Q6404913	Q2085381
Q6405045	Q15416
Q6406252	Q5
Q6406325	Q5
Q6408346	Q5
Q6409532	Q5
Q6409539	Q5
Q6409563	Q5
Q6409822	Q5
Q6410148	Q5
Q6411516	Q4671329 Q1713379 Q159334 Q967098
Q6412664	Q3024240
Q6412904	Q22698
Q6413125	Q1336920 Q23002039
Q6413296	Q5
Q6413305	Q695850
Q6414811	Q5
Q6415403	Q5
Q6415585	Q35666
Q6415810	Q35666
Q6416520	Q39816
Q6416936	Q215380
Q6416984	Q476028
Q6418070	Q476028
Q6418780	Q5398426
Q6421108	Q4830453
Q6421364	Q215380
Q6422723	Q8502
Q6423635	Q188509
Q6423703	
Q6424783	Q11424
Q6425632	Q2088357
Q6426044	Q46831
Q6426513	Q11353
Q6426982	Q56436498
Q6428085	Q11424
Q6428653	Q11424
Q6428971	Q5
Q6429013	
Q6429029	Q56436498 Q486972
Q6429052	Q11424
Q6431489	Q8502
Q6432170	Q618779
Q6432440	Q35666
Q6432725	Q8502
Q6433023	Q12280
Q6434057	Q5398426
Q6434366	Q123705
Q6437175	Q5
Q6437529	Q5
Q6437613	Q11424
Q6438309	Q5
Q6438483	Q5
Q6438761	Q23442
