Q15	Q5107
Q5704085	Q3558970
Q5704282	Q532
Q5704629	Q16970
Q5705364	Q532
Q5706395	Q3464665
Q5706487	Q532
Q5707021	Q532
Q5707538	Q18127
Q5708553	Q11424
Q5708700	Q134556
Q5708835	Q532
Q5709706	Q5
Q5710881	Q11424
Q5711209	Q1288568 Q34770
Q5712389	Q15125752
Q5712588	Q5
Q5712871	Q482994
Q5713070	Q1343246
Q5713336	Q54050
Q5714068	Q15125752
Q5714649	Q532
Q5715322	Q5
Q5715626	Q13393265
Q5716545	Q532
Q5716610	Q5
Q5717012	Q5
Q5717328	Q5
Q5717710	Q5
Q5717848	Q5
Q5717986	Q5
Q5718044	Q5
Q5718135	Q5
Q5718422	Q5
Q5718911	Q486972
Q5719330	Q532
Q5719421	Q5
Q5719583	Q5
Q5719660	Q5
Q5719873	Q9826
Q5720153	Q532
Q5720478	Q5
Q5720796	Q5
Q5720831	Q5
Q5721572	Q5
Q5721594	Q7493941
Q5721696	Q5
Q5722158	Q5
Q5722705	Q5
Q5723594	Q5
Q5723886	Q5
Q5723928	Q5
Q5724089	Q5
Q5724108	Q5
Q5724472	Q5
Q5724786	Q5
Q5725043	Q5
Q5725117	Q5
Q5725537	Q5
Q5725605	Q5
Q5725654	Q5
Q5725748	Q5
Q5725823	Q271669
Q5725902	Q5
Q5726074	Q5
Q5726208	Q5
Q5726574	Q5
Q5726837	Q532
Q5726858	Q5
Q5727007	Q5
Q5727121	Q5
Q5727552	Q5
Q5729064	Q5
Q5729126	Q5
Q5730233	Q5
Q5730242	Q5
Q5730611	Q5
Q5731241	Q3558970
Q5731591	
Q5731699	Q5
Q5732214	Q20667187
Q5732992	Q5
Q5733029	Q5
Q5733731	Q4164871
Q5733742	Q5
Q5734131	Q5
Q5734579	Q5
Q5735199	Q5
Q5735496	Q5
Q5735605	Q5
Q5735648	Q5
Q5735926	Q5
Q5736415	Q7889
Q5736824	Q482994
Q5737090	Q134556
Q5738318	Q7725634
Q5738428	Q5
Q5739021	Q49371
Q5739711	Q5
Q5739780	Q3558970
Q5739815	Q5
Q5739878	Q5
Q5739918	Q5
Q5740272	Q5
Q5741394	Q532
Q5741678	Q5
Q5742296	Q532
Q5742811	Q7889
Q5743617	Q23442
Q5744310	Q5
Q5744989	Q5
Q5745102	Q5
Q5745709	Q5
Q5746111	Q35666
Q5748027	Q54050 Q194408
Q5748467	Q786820
Q5748514	Q5
Q5749151	Q5398426 Q1273568
Q5749363	Q5398426
Q5749453	Q5398426
Q5749957	Q15125752
Q5750115	Q11424
Q5750191	Q482994
Q5750360	Q215380
Q5750399	Q21188110
Q5751770	Q5
Q5751866	Q23397
Q5752353	Q5
Q5752512	Q5
Q5752621	Q3558970
Q5752921	
Q5753298	Q5
Q5755096	Q18142 Q18414273
Q5755838	Q11424
Q5756108	Q24091050
Q5757479	Q215380
Q5759466	Q55488
Q5759703	Q532
Q5759789	Q215380
Q5760767	Q159719
Q5760994	Q5
Q5761742	Q5
Q5761820	Q55488
Q5762366	Q2235308
Q5762578	Q532
Q5762648	Q482994
Q5763420	Q1497364
Q5764533	Q5
Q5765747	Q5
Q5765758	Q5
Q5765960	Q55488
Q5765991	Q55488
Q5766640	
Q5766817	Q11424
Q5767194	Q54050
Q5768217	Q4167410
Q5768418	Q35666
Q5768450	Q123705
Q5771190	
Q5772011	Q11424
Q5773155	Q8054
Q5776907	Q189004
Q5779227	Q532
Q5779549	Q5398426
Q5781796	Q532
Q5781801	Q532
Q5782566	Q486972 Q15125752
Q5784901	Q532
Q5785580	Q5
Q5785982	Q5
Q5786546	Q532
Q5786866	Q5
Q5787253	Q532
Q5790076	Q5
Q5790453	Q532
Q5791482	Q5
Q5791574	Q5
Q5792705	Q532
Q5793306	Q532
Q5793385	Q532
Q5794904	Q532
Q5796170	Q5
Q5796188	Q532
Q5796267	Q5
Q5798500	Q532
Q5799148	Q3305213
Q5799592	Q5
Q5800368	Q532
Q5802468	Q532
Q5802989	Q532
Q5803193	Q532
Q5804116	Q532
Q5804217	Q532
Q5806738	Q532
Q5807057	Q532
Q5807633	Q532
Q5809397	Q532
Q5813109	Q532
Q5813154	Q532
Q5814291	Q5
Q5814709	Q532
Q5814905	Q5
Q5816698	Q532
Q5817174	Q532
Q5818779	Q532
Q5820291	Q131681
Q5820395	Q532
Q5821065	Q532
Q5822162	Q532
Q5822491	Q532
Q5824635	Q532
Q5825623	Q532
Q5826668	Q532
Q5828217	Q532
Q5829426	Q532
Q5829824	Q532
Q5830047	Q1115575
Q5830314	Q532
Q5830837	Q532
Q5830934	Q532
Q5831486	Q532
Q5833311	Q532
Q5834140	Q532
Q5834921	Q532
Q5835898	Q532
Q5837181	Q532
Q5838895	Q532
Q5839405	Q532
Q5839580	Q532
Q5840688	Q532
Q5841798	Q532
Q5842503	Q532
Q5842611	Q532
Q5843395	Q532
Q5845187	Q17205735
Q5845437	Q532
Q5846623	Q532
Q5846835	Q532
Q5847302	Q532
Q5847419	Q532
Q5847853	Q532
Q5847914	Q532
Q5850099	Q532
Q5852364	Q532
Q5852748	Q532
Q5854883	Q5
Q5856638	Q7366
Q5856709	Q215380
Q5859252	Q532
Q5859426	Q532
Q5859908	Q532
Q5860000	Q532
Q5860371	
Q5860488	Q532
Q5861406	Q532
Q5861888	Q486972 Q15127012
Q5862044	Q532
Q5862903	Q1936384
Q5862958	Q532
Q5863208	Q532
Q5863302	Q532
Q5863551	Q532
Q5863592	Q532
Q5870355	Q5185279
Q5871155	Q11446
Q5871159	Q11446
Q5871170	Q4830453
Q5871173	Q11446
Q5871415	Q482994
Q5872646	Q56436498
Q5873213	Q23442
Q5873970	Q1616075 Q141683
Q5874525	Q1343246 Q64995589
Q5874890	Q1076486
Q5875087	Q8502
Q5875543	Q7889
Q5875553	Q15416
Q5875556	Q271669
Q5876609	Q35666
Q5876965	Q23442
Q5879014	Q5
Q5879241	Q134556 Q7366
Q5879540	Q15773317 Q15632617
Q5879543	Q1274180
Q5879992	Q5
Q5880013	Q8502
Q5880444	Q214242 Q29643579
Q5882430	Q5398426
Q5884219	Q215380
Q5886874	Q40434727
Q5886882	Q3246109
Q5887115	Q5
Q5888171	Q482994
Q5888868	Q5398426
Q5890208	Q5
Q5890407	Q5398426
Q5891628	Q4022
Q5892114	Q23866334
Q5892285	Q23866334
Q5892546	Q23866334
Q5892568	Q3231690
Q5892579	Q23866334
Q5892717	Q23866334
Q5892812	Q23866334
Q5895321	Q15273379
Q5895339	Q15273379
Q5897056	Q5
Q5897589	
Q5898856	Q11424
Q5899186	Q39614
Q5899454	Q215380
Q5899668	Q215380
Q5900433	Q7830213
Q5901262	Q209939
Q5901637	Q5
Q5902145	Q5
Q5902546	Q55488
Q5902804	Q5
Q5903345	Q11424
Q5903384	Q3914
Q5903468	Q4830453
Q5904236	Q1793804
Q5905119	Q133056
Q5905293	Q486972
Q5905299	Q398141
Q5905840	Q11424
Q5907039	Q23442
Q5907056	Q6138323
Q5907398	Q486972
Q5909605	Q210167
Q5909721	Q2001305
Q5909783	Q210167
Q5910330	Q4830453
Q5910391	Q41176
Q5910618	Q7889
Q5912954	Q34442 Q12280
Q5913104	Q35666
Q5916428	Q3154693 Q3682992 Q3308596
Q5916430	Q41298
Q5917078	Q7889
Q5917245	Q4830453
Q5917418	Q5398426
Q5918218	Q134556
Q5918988	Q8054
Q5919075	Q39594
Q5920361	Q5
Q5920598	Q5
Q5920632	Q5
Q5920642	Q15416
Q5921413	Q4022
Q5921831	Q216107 Q726870
Q5921947	Q5398426
Q5922003	Q5
Q5922790	Q1555508
Q5923247	Q486972
Q5923761	Q5
Q5927115	Q5
Q5927163	Q5
Q5927583	Q5
Q5928222	Q1807108
Q5928845	Q82794
Q5929333	Q5398426
Q5929653	Q482994
Q5929786	Q5
Q5929871	Q5
Q5930129	Q5
Q5930255	Q5
Q5930286	Q5
Q5930299	Q5
Q5930379	Q5
Q5930740	Q5
Q5930966	Q5
Q5931207	Q5
Q5931398	Q5
Q5931765	Q5
Q5932954	Q5398426 Q15416
Q5933196	Q22808403 Q928830
Q5933273	Q5
Q5933280	Q532
Q5933381	Q23442
Q5934202	Q5
Q5934653	Q5
Q5934735	Q5
Q5936035	
Q5936603	Q11424
Q5936885	Q482994
Q5937209	Q11424
Q5938355	Q5
Q5939776	Q44529188
Q5941046	Q5741069
Q5941744	Q5
Q5942034	Q2001305
Q5943859	Q559026
Q5944345	Q5
Q5944608	Q5
Q5946123	Q5
Q5946386	Q5
Q5947308	Q482994
Q5948316	Q15416
Q5948451	Q5
Q5948531	Q15125752
Q5949281	Q5
Q5949594	Q5
Q5949912	Q5
Q5950039	
Q5950339	Q11424
Q5951027	Q55818 Q1475691
Q5951036	Q107679
Q5951694	Q1002697
Q5952187	Q5
Q5952254	Q11670533 Q928830
Q5953898	Q811979
Q5955557	Q15125752
Q5955997	Q215380
Q5957298	Q5398426
Q5957801	Q5
Q5958165	Q8502 Q194408
Q5958419	Q4830453
Q5958471	Q12136 Q929833
Q5958604	Q7889
Q5959735	Q12136
Q5960612	Q11424
Q5962341	Q506240
Q5962652	
Q5962726	Q5
Q5963050	Q5
Q5963525	Q8502
Q5963686	Q7366
Q5963972	Q5
Q5964722	Q5
Q5964754	Q8502
Q5965762	Q5398426
Q5965967	Q222910
Q5966206	Q49084
Q5966343	Q134556
Q5966568	Q11424
Q5966915	Q11424
Q5966944	Q5
Q5967124	Q7366
Q5967216	Q482994
Q5967378	Q483394
Q5967498	Q7725634
Q5968166	Q7725634
Q5968661	
Q5968746	
Q5968820	Q7397
Q5968837	
Q5968966	Q956086
Q5969055	Q68
Q5970360	Q23308928
Q5971190	
Q5972144	Q5
Q5972362	Q2175765
Q5972711	Q22808403 Q928830
Q5972831	Q210167
Q5973605	
Q5973845	Q41298
Q5974565	Q18608583
Q5975134	Q4830453
Q5975846	Q7366
Q5976317	Q482994
Q5976644	Q190928
Q5976662	Q215380
Q5976742	Q134556
Q5976816	Q506240
Q5976919	Q134556
Q5977234	Q134556
Q5977494	Q215380
Q5977624	Q5398426
Q5977876	Q134556
Q5977946	Q134556
Q5977959	Q208569
Q5978063	Q2165184 Q134556
Q5978242	Q134556
Q5978325	Q134556 Q7366
Q5978382	Q7889
Q5978434	Q222910
Q5978537	Q5
Q5978721	Q5398426
Q5979042	Q482994
Q5979220	Q482994
Q5979406	Q134556
Q5979626	Q3464665
Q5979662	Q134556 Q7366
Q5980387	Q5
Q5981252	Q11424
Q5981691	Q5
Q5981973	Q5
Q5982029	Q5
Q5982290	Q5
Q5982351	Q5
Q5982783	Q5
Q5983134	Q5
Q5984167	Q5
Q5984576	Q5
Q5984772	Q5
Q5986026	Q21188110
Q5986228	Q55488
Q5986489	Q46831
Q5986662	Q4830453
Q5987345	Q1194093
Q5989318	Q3464665
Q5989719	Q5
Q5990579	Q134556
Q5991042	Q134556
Q5991175	Q79007
Q5992088	Q54050 Q8502
Q5992409	Q5
Q5992698	Q5
Q5992743	Q5
Q5993043	Q482994
Q5993064	Q5
Q5993226	Q5
Q5993313	Q5
Q5994160	Q16970 Q210272
Q5994498	Q5
Q5994921	Q4663385
Q5995624	Q5
Q5996683	Q15079786
Q5997159	Q11879590
Q5997194	Q740445 Q8502
Q5997211	Q15125752
Q5998108	Q5
Q5998863	Q11424
Q5999290	Q5
Q6000542	Q18127
Q6001076	Q5
Q6003101	Q3918 Q41176
Q6003803	Q486972
Q6004136	Q5
Q6006582	Q5
Q6006634	Q4830453
Q6006908	Q2334719
Q6008151	Q5
Q6008793	Q4830453
Q6009318	Q5398426
Q6009988	Q482994
Q6010030	Q208569
Q6010157	Q482994
Q6010192	Q482994
Q6010673	Q11424
Q6010904	Q482994
Q6013517	Q5
Q6014042	Q5
Q6014157	Q7889
Q6014242	Q11424
Q6016400	Q879146
Q6016885	Q4830453
Q6017420	Q35798 Q20901295
Q6019163	Q5398426
Q6019846	Q18642164
Q6020271	Q4830453
Q6020800	Q5633421 Q73365499 Q73364223 Q773668 Q737498
Q6022617	Q5
Q6022825	Q15961987
Q6023562	Q18704634
Q6023919	Q4830453
Q6024226	Q15617994
Q6024972	Q16917
Q6025862	Q43229
Q6026028	Q5398426
Q6026200	Q5
Q6027034	Q5
Q6027640	Q686822
Q6027718	Q17085418
Q6027777	
Q6028784	Q210167
Q6029444	Q7889
Q6029695	Q482994
Q6030765	Q15416
Q6031064	
Q6031129	Q5
Q6031707	Q1025961 Q27554677
Q6031819	Q3957
Q6032554	Q5
Q6032595	Q18043413
Q6032663	Q55488
Q6033244	Q5
Q6034443	Q11424
Q6034462	Q215380
Q6035411	Q39594
Q6036939	Q15416
Q6037700	Q15416 Q1358344
Q6037916	Q4611891
Q6038533	Q726
Q6039094	Q5
Q6039297	Q5
Q6039808	Q31855 Q20820271
Q6039866	
Q6041411	Q5
Q6042130	Q5
Q6042810	Q4830453
Q6043560	
Q6044538	Q131569
Q6046260	Q21191270 Q61220733
Q6046310	Q5
Q6046818	Q19340794
Q6047161	
Q6048126	Q131569
Q6049345	Q506240
Q6050049	Q132241
Q6055025	Q5
Q6056409	Q5
Q6057498	Q5
Q6058008	Q134556
Q6058025	Q482994
Q6059869	Q5398426
Q6059930	Q15097084
Q6061194	Q482994
Q6061397	Q5
Q6061836	Q5
Q6061994	Q5
Q6062056	Q5
Q6062091	Q5
Q6064033	Q5
Q6064351	Q7278
Q6064424	Q189445 Q3270264
Q6065323	Q5
Q6065474	Q215380
Q6065578	Q5
Q6065725	Q5
Q6066208	Q5
Q6066234	Q5
Q6066902	Q2914529 Q2334719
Q6067595	Q2085381
Q6068032	Q2618461
Q6068036	Q2618461
Q6068039	Q858439
Q6068525	Q15416
Q6068772	Q124072
Q6069076	Q5
Q6069282	Q5
Q6069493	Q22687
Q6070091	Q4308
Q6071883	Q7397
Q6072019	Q27787439
Q6072292	Q55488
Q6072305	Q11424
Q6072341	
Q6072534	Q210167
Q6072664	Q215380
Q6072872	Q215380
Q6073227	Q482994
Q6073651	Q5
Q6073749	Q482994
Q6074985	Q5
Q6075137	Q5
Q6075726	Q5
Q6076216	Q7366
Q6076542	Q2095
Q6078276	Q5
Q6078431	Q5
Q6080164	Q5
Q6080285	Q8719053
Q6080901	Q5
Q6080954	Q5
Q6081116	Q486972
Q6081133	Q133056
Q6082340	Q41298
Q6083013	Q38000321
Q6084716	Q5
Q6084938	Q5
Q6086223	Q22808404 Q55488
Q6087983	Q5
Q6088452	Q928830
Q6088849	Q4830453
Q6088885	Q215380
Q6089041	Q101352
Q6089699	Q21188110
Q6089715	Q15416
Q6092043	Q482994
Q6092070	Q15416
Q6092090	Q134556
Q6092098	Q15416
Q6092603	Q1428357
Q6094027	Q1254933
Q6094092	Q5
Q6096013	Q5
Q6096147	Q5
Q6096206	Q5
Q6096740	Q5
Q6096915	Q5
Q6097360	Q5
Q6097721	Q5
Q6097897	Q5
Q6098571	Q5
Q6099061	Q5
Q6099708	Q8502
Q6099714	Q5
Q6100924	Q5
Q6101209	
Q6101749	Q5
Q6102429	Q7889
Q6103290	Q5
Q6103547	Q4830453
Q6105557	Q5
Q6106026	Q5
Q6106053	Q5
Q6106227	Q5
Q6106262	Q5
Q6106429	Q5
Q6106581	Q5
Q6106598	Q5
Q6106845	Q5
Q6106922	Q5
Q6106999	Q5
Q6107088	Q5
Q6107295	Q5
Q6107500	Q5
Q6107801	Q4830453
Q6107929	Q11315
Q6108048	Q4830453
Q6108157	Q341
Q6108456	Q4830453
Q6108613	Q5
Q6109005	Q11446
Q6109013	Q11446
Q6109375	Q4830453 Q6881511
Q6109516	Q169930
Q6110174	Q5
Q6110318	Q5
Q6110910	Q41298
Q6111213	Q5
Q6111256	Q5
Q6111583	Q5
Q6111667	Q5
Q6111692	Q5
Q6111855	Q5
Q6112272	Q5
Q6112355	Q5
Q6112601	Q5741069
Q6112762	Q5
Q6112819	Q5
Q6113127	Q5
Q6113742	Q5
Q6114080	Q5
Q6114183	Q5
Q6114249	Q5
Q6114359	Q5
Q6114530	Q5
Q6114645	Q5
Q6114747	Q5
Q6115118	Q5
Q6115472	Q5
Q6115853	Q5
Q6116093	Q15416
Q6116215	Q5
Q6116223	Q5
Q6116577	Q5
Q6116905	Q55488
Q6118164	Q220505
Q6118218	Q215380
Q6118225	Q215380
Q6118621	Q2367225
Q6118636	Q4164871
Q6118678	Q5
Q6119525	Q5
Q6119691	Q215380
Q6119928	Q35666
Q6119982	Q5
Q6120111	Q5
Q6120326	Q5
Q6120571	Q5
Q6120627	Q5
Q6120998	Q134556
Q6121023	Q5
Q6121926	
Q6121940	Q5
Q6122112	Q482994
Q6122331	Q5
Q6122549	Q23442
Q6122670	Q103817
Q6122812	Q5
Q6122832	Q5
Q6123723	Q5
Q6123845	Q5
Q6123882	Q5
Q6124100	
Q6124327	Q11424
Q6124969	Q5
Q6125005	Q5
Q6125086	Q5
Q6125542	Q5
Q6125589	Q5
Q6125950	Q5
Q6126009	Q5
Q6126706	Q5
Q6128026	Q5
Q6128041	Q3947
Q6128491	Q5
Q6128699	Q5
Q6128974	Q5398426
Q6129077	Q9826
Q6129224	Q5
Q6129263	Q5
Q6129617	Q7889
Q6130022	Q5
Q6130166	Q5
Q6130219	Q5
Q6130635	Q5
Q6130813	Q5
Q6131290	Q5
Q6131315	Q5
Q6131400	Q7889
Q6131418	Q7889
Q6131500	Q5
Q6131576	Q5
Q6132035	Q5
Q6132120	Q5
Q6132565	Q5
Q6132836	Q5
Q6132903	Q5
Q6133292	Q5
Q6133310	Q5
Q6133747	Q5
Q6134479	Q482994
Q6134496	Q5
Q6134516	Q5
Q6134783	Q5
Q6134884	Q5
Q6135085	Q5
Q6135163	Q5
Q6135344	Q482994
Q6135349	Q5
Q6135419	Q5
Q6135453	Q5
Q6135767	Q5
Q6135958	Q11424
Q6135999	Q5
Q6136249	Q5
Q6136575	Q3947
Q6136709	Q5
Q6136800	Q5
Q6136819	Q5
Q6136890	Q5
Q6137083	Q5
Q6137606	Q5
Q6137763	Q5
Q6138088	Q5
Q6138141	Q5
Q6138465	Q757587
Q6138564	Q683570
Q6138617	Q5
Q6138618	Q5
Q6138763	Q618779
Q6138934	Q5
Q6138949	Q5
Q6138970	Q4830453
Q6138992	Q5
Q6139084	Q179057
Q6139419	Q5
Q6139688	Q5
Q6139706	Q5
Q6140006	Q5
Q6140410	Q5
Q6140572	Q5
Q6140582	Q11446
Q6141334	Q5
Q6141575	Q2811
Q6141633	Q5
Q6141764	Q5
Q6141895	Q7889
Q6142186	Q5
Q6142960	Q5
Q6143012	Q5
Q6143449	Q5
Q6144138	Q5
Q6144193	Q5398426
Q6144273	Q5
Q6144469	Q5
Q6144512	Q5
Q6144571	Q5
Q6145059	Q5
Q6145383	Q5
Q6145533	Q5
Q6145641	Q5
Q6145813	Q5
Q6146013	Q10648343 Q3046146
Q6146135	Q215380
Q6146339	Q5
Q6146521	Q5398426
Q6146524	Q215380
Q6146804	Q5
Q6147224	Q5
Q6148454	Q5
Q6148522	Q5
Q6148708	Q5
Q6148948	Q5
Q6149178	Q5
Q6149636	Q5
Q6151028	Q7889
Q6151222	Q5
Q6152230	Q5
Q6153359	Q5
Q6155820	Q47164206 Q14795564
Q6156505	Q210167 Q4830453
Q6159484	Q15125752
Q6159884	Q8502 Q194408
Q6160842	Q5
Q6161093	Q5
Q6161389	Q5
Q6162008	Q5
Q6162084	Q5
Q6162577	Q5
Q6162918	Q5
Q6163042	Q5
Q6163145	Q1274180
Q6163264	Q5
Q6163365	Q5
Q6164137	Q482994
Q6164306	Q3558970
Q6164539	Q56436498
Q6165372	Q5
Q6165453	Q5
Q6165679	Q5
Q6166395	Q8502
Q6166661	Q5
Q6166687	Q5
Q6166754	Q11424
Q6166816	Q5
Q6166910	Q5
Q6167041	Q5
Q6167433	Q2001305
Q6167501	Q5
Q6167506	Q11424
Q6167566	Q5
Q6167685	Q5
Q6167834	Q5
Q6167931	Q1402592
Q6168066	Q5
Q6168285	Q482994
Q6168574	Q5
Q6168802	Q12308941 Q1243157
Q6169004	Q5
Q6169640	Q5
Q6169666	Q12308941 Q1243157
Q6169868	Q8502
Q6169967	Q5398426
Q6170071	Q12308941 Q1243157
Q6170115	Q5
Q6170516	Q5
Q6170886	Q5
Q6171099	Q5
Q6171596	Q5
Q6171597	Q5
Q6171612	Q5
Q6171646	Q5
Q6172037	Q5
Q6172271	Q5
Q6173158	Q5
Q6173774	Q5
Q6174021	Q5
Q6174200	Q5
Q6174314	Q5
Q6174520	Q5
Q6174638	Q5
Q6174857	Q5
Q6175205	Q5
Q6175252	Q5
Q6175526	Q618779
Q6175689	Q17201685
Q6175920	Q5
Q6176115	Q5
Q6176188	Q5
Q6176193	Q5
Q6176409	Q11424
Q6176703	Q3558970
Q6177484	Q5
Q6177982	Q5
Q6178052	Q11424
Q6178268	Q5
Q6178317	Q5
Q6178420	Q5
Q6178974	Q8502
Q6179028	Q5
Q6179451	Q8502
Q6179553	Q5
Q6179588	Q5
Q6179592	Q4830453
Q6179713	Q5
Q6180004	Q215380
Q6181366	Q5
Q6181368	Q5
Q6181597	Q5
Q6181962	Q5
Q6182057	Q482994
Q6182447	Q35666
Q6182653	Q5
Q6183037	Q5
Q6183064	Q5
Q6183821	Q5
Q6183886	Q5
Q6184130	Q5
Q6184470	Q5
Q6185291	Q5
Q6185526	Q5
Q6185855	Q5
Q6185999	Q5
Q6187922	Q9035798
Q6188148	Q11424
Q6188378	Q5
Q6188820	Q24862
Q6189159	Q11424
Q6189275	Q8502
Q6189326	
Q6189874	Q4830453
Q6189946	Q5
Q6190098	Q21070568
Q6190303	Q5
Q6191139	Q5
Q6191898	Q482994
Q6192519	Q134556
Q6192907	Q5
Q6192939	Q5
Q6193202	Q5
Q6193609	Q5
Q6193664	Q5
Q6194274	Q5
Q6194417	Q5
Q6195092	Q5
Q6195185	Q5
Q6195358	Q5
Q6195631	Q5
Q6195646	Q5
Q6196102	Q5
Q6196136	Q5
Q6196357	Q5
Q6196450	Q5
Q6196652	Q5
Q6197087	Q5
Q6197269	Q5
Q6197284	Q5
Q6197702	Q5
Q6197849	Q5
Q6197889	Q5
Q6198024	Q5
Q6198410	Q5
Q6198854	Q5
Q6199018	Q5
Q6199232	Q5
Q6199368	Q5
Q6199700	Q5
Q6200044	Q5398426
Q6200335	Q5
Q6200339	Q5
Q6200435	Q5
Q6201041	Q5
Q6201130	Q5
Q6201481	Q5
Q6202850	Q4830453
Q6203632	Q5
Q6204760	Q5
Q6204794	Q5
Q6205469	Q5
Q6205665	Q5
Q6205817	Q5
Q6206057	Q5
Q6206180	Q5
Q6206570	Q5
Q6208002	Q215380
Q6208079	Q5
Q6208220	Q5398426
Q6208374	Q5
Q6208542	Q5
Q6208694	Q5
Q6208704	Q5
Q6208917	Q5
Q6208919	Q5
Q6208951	Q5
Q6209558	Q5
Q6209649	Q5
Q6209682	Q5
Q6210240	Q5
Q6210280	Q5
Q6210476	Q5
Q6210609	Q5
Q6210919	Q5
Q6211171	Q5
Q6211358	Q5
Q6211702	Q5
Q6211766	Q5
Q6212318	Q5
Q6212384	Q5
Q6212784	Q5
Q6212880	Q5
Q6212882	Q5
Q6212924	Q5
Q6212989	Q5
Q6213246	Q5
Q6213319	Q5
Q6213476	Q5
Q6213576	Q5
Q6214430	Q5
Q6215511	Q5
Q6215743	Q5
Q6215936	Q5
Q6215955	Q5
Q6216175	Q5
Q6216388	Q5
Q6216408	Q5
Q6216648	Q5
Q6217671	Q5
Q6217717	Q5
Q6217850	Q5
Q6218446	Q5
Q6218541	Q5
Q6218619	Q5
Q6219005	Q5
Q6219057	Q5
Q6219234	Q5
Q6219392	Q5
Q6219420	Q5
Q6219739	Q5
Q6219798	Q5
Q6219901	Q5
Q6220233	Q5
Q6220501	Q5
Q6220530	Q5
Q6220548	Q5
Q6220580	Q5
Q6220666	Q5
Q6221007	Q5
Q6221154	Q5
Q6221180	Q5
Q6221961	Q5
Q6221997	Q5
Q6222086	Q5
Q6223049	Q5
Q6223447	Q5
Q6224055	Q5
Q6224392	Q5
Q6224685	Q5
Q6224714	Q5
Q6224716	Q5
Q6224734	Q5
Q6225292	Q5
Q6225583	Q5
Q6225732	Q5
Q6226078	Q5
Q6226229	Q5
Q6226247	Q5
Q6226326	Q5
Q6226524	Q5
Q6226710	Q5
Q6226856	Q5
Q6226997	Q5
Q6227046	Q5
Q6227062	Q5
Q6228329	Q5
Q6228425	Q5
Q6228802	Q5
Q6229500	Q5
Q6230056	Q5
Q6230280	Q5
Q6230366	Q5
Q6231282	Q5
Q6231442	Q5
Q6231517	Q5
Q6231555	Q5
Q6231795	Q5
Q6231921	Q5
Q6232090	Q5
Q6232185	Q5
Q6232232	Q5
Q6232257	Q5
Q6232314	Q5
Q6233036	Q5
Q6233719	Q5
Q6234628	Q5
Q6234645	Q5
Q6234689	Q5
Q6234728	Q5
Q6235062	Q5
Q6235146	Q5
Q6235327	Q5
Q6236074	Q5
Q6236129	Q5
Q6236275	Q5
Q6236635	Q5
Q6236789	Q5
Q6236850	Q5
Q6237389	Q5
Q6237927	Q5
Q6237946	Q5
Q6238280	Q5
Q6238668	Q5
Q6238775	Q5
Q6239018	Q5
Q6239156	Q5
Q6239256	Q5
Q6239260	Q5
Q6239370	Q5
Q6239431	Q5
Q6239843	Q5
Q6240330	Q5
Q6240736	Q5
Q6241105	Q5
Q6241525	Q5
Q6241744	Q5
Q6241809	Q5
Q6242028	Q5
Q6242159	Q5
Q6242249	Q5
Q6242394	Q5
Q6242854	Q5
Q6243054	Q5
Q6243201	Q5
Q6243891	Q5
Q6244013	Q5
Q6244163	Q5
Q6244575	Q5
Q6244740	Q5
Q6244782	Q4830453 Q43067961
Q6244835	Q4830453
Q6244957	Q5
Q6245151	Q5
Q6245577	Q5
Q6245667	Q5
Q6245793	Q5
Q6245962	Q5
Q6246795	Q5
Q6247123	Q5
Q6247703	Q5
Q6247752	Q5
Q6248154	Q5
Q6248334	Q5
Q6248877	Q5
Q6249250	Q5
Q6249262	Q5
Q6249451	Q5
Q6249547	Q5
Q6250023	Q5
Q6250590	Q5
Q6250604	Q5
Q6250752	Q5
Q6251415	Q5
Q6251463	Q5
Q6251828	Q5
Q6252177	Q5
Q6252454	Q5
Q6252456	Q5
Q6252607	Q5
Q6252987	Q5
Q6253695	Q5
Q6253826	Q5
Q6253968	Q5
Q6253976	Q5
Q6254588	Q5
Q6254806	Q5
Q6255032	Q5
Q6255094	Q5
Q6255239	Q5
Q6255676	Q5
Q6255995	Q5
Q6256074	Q5
Q6256165	Q1307276
Q6256713	Q5
Q6256878	Q5
Q6256924	Q5
Q6257082	Q5
Q6257246	Q5
Q6257446	Q5
Q6258015	Q5
Q6258198	Q5
Q6258636	Q5
Q6258688	Q5
Q6258830	Q5
Q6258928	Q5
Q6259016	Q5
Q6259651	Q5
Q6259740	Q5
Q6260029	Q5
Q6260037	Q5
Q6260049	Q5
Q6260114	Q5
Q6260150	Q5
Q6260436	Q5
Q6261382	Q5
Q6261769	Q5
Q6261776	Q5
Q6261928	Q5
Q6262379	Q5
Q6262437	Q5
Q6262560	Q5
Q6262817	Q5
Q6262828	Q5
Q6262847	Q5
Q6262880	Q5
Q6263154	Q5
Q6263219	Q5
Q6263264	Q2070184 Q5
Q6263975	Q5
Q6264110	Q5
Q6264892	Q5
Q6265001	Q5
Q6265692	Q5
Q6266512	Q5
Q6266994	Q5
Q6267015	Q5398426
Q6267161	Q5
Q6267576	Q5
Q6267603	Q5
Q6267693	Q5
Q6267737	Q5
Q6267872	Q5
Q6268382	Q8502 Q194408
Q6268397	Q8502
Q6268424	Q740445
Q6268533	Q35666
Q6268657	Q8502
Q6268832	Q5398426
Q6269249	Q31855
Q6269813	Q5
Q6270252	Q5
Q6270315	Q5
Q6270693	Q5
