sentence,prediction,gold,is_same
[CLS] César Nava:2 Vázquez is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social Democratic Party,National Action Party | National Action Party | PAN | Partido Accion:2 Nacional | Partido Acción Nacional,False
[CLS] Ramón Mota:2 Sánchez is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social Democratic Party,Institutional:2 Revolutionary Party | Institutional:2 Revolutionary Party | National Revolutionary Party | Partido Constitucionalista:2 | Partido de centro izquierda | Party of the Mexican Revolution,False
[CLS] Yekaterina:3 Furtseva:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Party of Russia,Communist Party of the Soviet Union | Bolshevik:3 Party | CPSU:2 | Communist Party of the Soviet Union | RCP:2 ( b ) | Russian Communist Party ( Bolsheviks:4 ),False
[CLS] Ybeltje:3 Berckmoes:4 - Duindam:3 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],U . S .,People ' s Party for Freedom and Democracy | People ' s Party for Freedom and Democracy | VVD:2 | Volkspartij:4 voor Vrijheid:3 en Democratie:2,False
[CLS] Nathan Gill is a member of the [MASK] [MASK] political party . [SEP],Labour Party,UK Independence Party | UK Independence Party | UKIP:2 | Ukip:2 | United Kingdom Independence Party,False
[CLS] Josiah:2 Tshangana:3 Gumede:3 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4 Party,African National Congress | ANC | African National Congress | SANNC:3,False
[CLS] John Heppell:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Labour Party | Labour | Labour Party | Labour Party ( UK ),False
[CLS] Noel Duignan:3 is a member of the [MASK] [MASK] political party . [SEP],Labour Party,Ontario New Democratic Party | ONDP:2 | Ontario New Democratic Party,False
[CLS] Zhang Guotao:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Party of China,Communist Party of China | CCP:2 | CPC:2 | Chinese Communist Party | Communist Party of China | TG:2,False
[CLS] Michael Eitan:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],K K K K K,Likud:2 | Likud:2 | Likud:2 - National Liberal Movement,False
[CLS] Eddie Britt is a member of the [MASK] [MASK] political party . [SEP],United States,Australian Labor Party | ALP:2 | Australian Labor Party | Australian Labour Party | Labor | Labor Environment Action Network | The Australian Labor Party,False
[CLS] Tofilau:3 Eti:2 Alesana:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Tofilau:3,Human Rights Protection Party | Human Rights Protection Party,False
[CLS] Ronnie Kasrils:3 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],Nakhtiari:4,African National Congress | ANC | African National Congress | SANNC:3,False
[CLS] Babu:2 Divakaran:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],P . B,Revolutionary Socialist Party ( India ) | RSP:2 | Revolutionary Socialist Party ( India ),False
[CLS] Herbert Hupka:2 is a member of the [MASK] [MASK] political party . [SEP],Czech Republic,Social Democratic Party of Germany | SPD | Social Democratic Party of Germany | Sozialdemokratische:6 Partei Deutschlands,False
[CLS] Mario Mendoza Cortés is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social Democratic Party,Institutional:2 Revolutionary Party | Institutional:2 Revolutionary Party | National Revolutionary Party | Partido Constitucionalista:2 | Partido de centro izquierda | Party of the Mexican Revolution,False
[CLS] Norman MacAuley:4 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Saskatchewan New Democratic Party | Saskatchewan New Democratic Party,False
[CLS] Uxue:3 Barkos:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Uxue:3,Nafarroa:3 Bai | Nafarroa:3 Bai,False
[CLS] Horace Chang is a member of the [MASK] [MASK] political party . [SEP],United States,Jamaica Labour Party | Jamaica Labour Party,False
[CLS] Karl Ritter is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social - Social,Nazi Party | NSDAP | National Socialist German Workers ' Party | Nationalsozialistische:4 Deutsche Arbeiterpartei:2 | Nazi Party,False
[CLS] Gopalakrishnan:5 Chinnaraj:3 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4 Party,All India Anna Dravida:3 Munnetra:3 Kazhagam:4 | AIADMK:4 | All India Anna Dravida:3 Munnetra:3 Kazhagam:4,False
[CLS] Gerardo Zamora is a member of the [MASK] [MASK] [MASK] political party . [SEP],New New New,Front for Victory | Frente para la Victoria | Front for Victory,False
[CLS] Santosh:2 Gangwar:2 is a member of the [MASK] [MASK] political party . [SEP],Gangwar:2,Bharatiya:4 Janata:2 Party | BJP:3 | Bharatiya:4 Janata:2 Party,False
[CLS] Jean - Pierre Bemba:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],right - gauche,Movement for the Liberation of the Congo | MLC:2 | Movement for the Liberation of the Congo,False
[CLS] Damodar:3 Barku:2 Shingada:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Damodar:3 Barku:2,Indian National Congress | Congress | INC:2 | Indian National Congress,False
[CLS] Peter Veniot:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],P P P,New Brunswick Liberal Association | Grits:2 | Liberal Party of New Brunswick | New Brunswick Liberal Association | New Brunswick Liberal Party,False
[CLS] Marlyn:2 Glen is a member of the [MASK] [MASK] political party . [SEP],Labour Party,Scottish Labour Party | Scottish Labour | Scottish Labour Party,False
[CLS] Juan Sabines:2 Guerrero is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Representatives,Party of the Democratic Revolution | PRD:2 | Party of the Democratic Revolution,False
[CLS] Deng Fa is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],Xianmenmen:4,Communist Party of China | CCP:2 | CPC:2 | Chinese Communist Party | Communist Party of China | TG:2,False
[CLS] Steele Hall is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Liberal and Country League of South Australia | LCL:2 | Liberal and Country League | Liberal and Country League of South Australia,False
[CLS] A . Pappa:2 Sundaram:2 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],P . P .,All India Anna Dravida:3 Munnetra:3 Kazhagam:4 | AIADMK:4 | All India Anna Dravida:3 Munnetra:3 Kazhagam:4,False
[CLS] Vera Dua is a member of the [MASK] [MASK] [MASK] political party . [SEP],K K K,Groen:2 | Groen:2 | Groen:2 !,False
[CLS] James Norris is a member of the [MASK] [MASK] [MASK] political party . [SEP],Greensboro:3,Liberal Party of Canada | Grits:2 | LPC:2 | Liberal Party of Canada,False
[CLS] Gilberto Ojeda:2 Camacho:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social Democratic Party,Institutional:2 Revolutionary Party | Institutional:2 Revolutionary Party | National Revolutionary Party | Partido Constitucionalista:2 | Partido de centro izquierda | Party of the Mexican Revolution,False
[CLS] Eleanor Maroes:2 is a member of the [MASK] [MASK] political party . [SEP],Tor Tor,Alberta Alliance Party | Alberta Alliance | Alberta Alliance Party,False
[CLS] Jotindra:3 Lal:2 Tripura:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Jotindra:3,Bangladesh Awami:2 League | Awami:2 League | Bangladesh Awami:2 League,False
[CLS] Ed Fast is a member of the [MASK] [MASK] political party . [SEP],United States,Conservative Party of Canada | Conservative Party of Canada | Parti conservateur du Canada | Tories:2,False
[CLS] Neeldaman:3 Khatri:3 is a member of the [MASK] [MASK] political party . [SEP],New Delhi,Bharatiya:4 Janata:2 Party | BJP:3 | Bharatiya:4 Janata:2 Party,False
[CLS] Mátyás:2 Rákosi:3 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Mátyás:2 Rákosi:3,Hungarian Communist Party | Communist Party of Hungary | Hungarian Communist Party,False
[CLS] Joseph Reid is a member of the [MASK] [MASK] political party . [SEP],United States,Progressive Conservative Party of Canada | Progressive Conservative Party of Canada,False
[CLS] María Lucero:2 Saldaña:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social - Social,Institutional:2 Revolutionary Party | Institutional:2 Revolutionary Party | National Revolutionary Party | Partido Constitucionalista:2 | Partido de centro izquierda | Party of the Mexican Revolution,False
[CLS] Vere:2 Bird is a member of the [MASK] [MASK] political party . [SEP],United States,"Antigua and Barbuda:2 Labour Party | ABLP:3 | ALP:2 | Antigua Labour Party | Antigua Labour Party , "" ALP:2 "" | Antigua and Barbuda:2 Labour Party",False
[CLS] Sanjaasürengiin:5 Oyuun:2 is a member of the [MASK] [MASK] political party . [SEP],Sanjaa:2,Civil Will - Green Party | Civil Will Green Party | Civil Will - Green Party,False
[CLS] Joyce Hayden is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Yukon New Democratic Party | Yukon New Democratic Party,False
[CLS] Les McMahon is a member of the [MASK] [MASK] political party . [SEP],United States,Australian Labor Party | ALP:2 | Australian Labor Party | Australian Labour Party | Labor | Labor Environment Action Network | The Australian Labor Party,False
[CLS] Bernard Cornut:2 - Gentille:2 is a member of the [MASK] [MASK] political party . [SEP],Labour Party,Union for the New Republic | Union for the New Republic,False
[CLS] Hollis:2 Beckett is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Progressive Conservative Party of Ontario | Ontario Progressive Conservative Party | Parti progressiste:2 - conservateur de l ' Ontario | Progressive Conservative Party of Ontario | Tories:2,False
[CLS] János Kádár:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Pártárt:3,Hungarian Socialist Workers ' Party | Hungarian Socialist Workers ' Party,False
[CLS] Lu Zhangong:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Party of China,Communist Party of China | CCP:2 | CPC:2 | Chinese Communist Party | Communist Party of China | TG:2,False
[CLS] Ferdinand von Lüninck:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social - Social,German National People ' s Party | German National People ' s Party,False
[CLS] Larry Condon:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Liberal Party of Canada | Grits:2 | LPC:2 | Liberal Party of Canada,False
[CLS] Charles Wilson Cross is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Liberal Party of Canada | Grits:2 | LPC:2 | Liberal Party of Canada,False
[CLS] Shwe:3 Mann is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],Nakhtiari:4,Union Solidarity:2 and Development Party | Union Solidarity:2 and Development Party,False
[CLS] Clarence Stork:3 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],"Labor Party , a",Saskatchewan New Democratic Party | Saskatchewan New Democratic Party,False
[CLS] Fatma:2 Koşer:3 Kaya is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Fatma:2 Koşer:3,Democrats 66 | D66:2 | Democrats 66,False
[CLS] Christian Holm is a member of the [MASK] [MASK] [MASK] political party . [SEP],Party of Norway,Moderate:2 Party | Moderate:2 Party,False
[CLS] Bhanu:3 Pratap:2 Singh Verma:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Bhanu:3,Bharatiya:4 Janata:2 Party | BJP:3 | Bharatiya:4 Janata:2 Party,False
[CLS] William Gannaway:3 Brownlow:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Whig:2 Party | Whig:2 Party,False
[CLS] Ajeet:3 Singh Kharkhari:4 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4,Bharatiya:4 Janata:2 Party | BJP:3 | Bharatiya:4 Janata:2 Party,False
[CLS] Jack Murta:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Sha Sha Sha Sha Sha,Progressive Conservative Party of Canada | Progressive Conservative Party of Canada,False
[CLS] John Sparrow David Thompson is a member of the [MASK] [MASK] political party . [SEP],United Kingdom,Liberal - Conservative Party | Liberal - Conservative Party,False
[CLS] Óscar Jorge is a member of the [MASK] [MASK] [MASK] political party . [SEP],Pan Pan Pan,Justicialist:2 Party | Justicialist:2 Party,False
[CLS] Ram Prasad:3 Sharma is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4,Bharatiya:4 Janata:2 Party | BJP:3 | Bharatiya:4 Janata:2 Party,False
[CLS] Shaul:2 Yahalom:3 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Shaul:2 Yahalom:3,National Religious Party | Mafdal:3 | National Religious Party,False
[CLS] Ilse:2 Aigner:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Party of Norway,Christian Social Union of Bavaria | CSU | CSU ( DE ) | Christian Social Union in Bavaria | Christian Social Union of Bavaria | Christlich:2 - Soziale:2 Union,False
[CLS] Lina Haag is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],K K K K K,Communist Party of Germany | Communist Party of Germany | KPD,False
[CLS] Johann Schneider - Ammann:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Lords,FDP . The Liberals:2 | FDP | FDP . The Liberals:2 | Free Democratic Party | PLD:2 | PLR:2,False
[CLS] Peter Jenkins is a member of the [MASK] [MASK] political party . [SEP],Labour Party,Yukon Party | Yukon Party,False
[CLS] Rosa Meriläinen:3 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Ra Ra Ra Ra Ra,Green League | Green League | Gröna:4 förbundet:2 | Gröna:4 förbundet:2 r . p . | Ruona:3 lihttu:3 | Ruona:3 lihttu:3 r . b . | Ruoná:3 lihttu:3 | Vihreä:3 liitto:2 | Vihreä:3 liitto:2 r . p .,False
[CLS] Robert Emmett:3 Finn is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Lords,Nova Scotia Liberal Party | Grits:2 | Liberal Party of Nova Scotia | Nova Scotia Liberal Party,False
[CLS] Ketchum:3 Graham is a member of the [MASK] [MASK] political party . [SEP],Labour Party,Progressive Conservative Party of Ontario | Ontario Progressive Conservative Party | Parti progressiste:2 - conservateur de l ' Ontario | Progressive Conservative Party of Ontario | Tories:2,False
[CLS] Eric Harrison is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Lords,Liberal Party of Australia | Lib:2 | Liberal Party of Australia,False
[CLS] Hans Wallmark:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social Democratic Party,Moderate:2 Party | Moderate:2 Party,False
[CLS] Michel Rog:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],P P P,Democrats 66 | D66:2 | Democrats 66,False
[CLS] Nirmala:3 Sitaraman:3 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4 Party,Bharatiya:4 Janata:2 Party | BJP:3 | Bharatiya:4 Janata:2 Party,False
[CLS] Rob Anders is a member of the [MASK] [MASK] [MASK] political party . [SEP],Party of Norway,Conservative Party of Canada | Conservative Party of Canada | Parti conservateur du Canada | Tories:2,False
[CLS] Antonio Aloisio:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social Social Party,Alberta Social Credit Party | Alberta Social Credit Party,False
[CLS] Alain Giguère:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Front - Front,New Democratic Party | NDP:2 | New Democratic Party | New Democratic Party of Canada,False
